"","Resample1"
"12582",126058
"12583",126072
"12584",126078
"12585",126080
"12586",126100
"12587",126106
"12588",126111
"12589",126121
"12590",126131
"12591",126151
"12592",126156
"12593",126162
"12594",126165
"12595",126171
"12596",126174
"12597",126190
"12598",126210
"12599",126220
"12600",126248
"12601",126255
"12602",126282
"12603",126285
"12604",126295
"12605",126309
"12606",126312
"12607",126316
"12608",126323
"12609",126334
"12610",126337
"12611",126367
"12612",126371
"12613",126372
"12614",126380
"12615",126385
"12616",126401
"12617",126434
"12618",126438
"12619",126439
"12620",126441
"12621",126456
"12622",126459
"12623",126461
"12624",126466
"12625",126468
"12626",126471
"12627",126475
"12628",126487
"12629",126499
"12630",126504
"12631",126514
"12632",126520
"12633",126535
"12634",126542
"12635",126562
"12636",126568
"12637",126583
"12638",126596
"12639",126607
"12640",126613
"12641",126614
"12642",126633
"12643",126634
"12644",126638
"12645",126645
"12646",126649
"12647",126651
"12648",126658
"12649",126668
"12650",126675
"12651",126679
"12652",126690
"12653",126722
"12654",126723
"12655",126729
"12656",126730
"12657",126742
"12658",126754
"12659",126761
"12660",126783
"12661",126791
"12662",126795
"12663",126797
"12664",126808
"12665",126809
"12666",126821
"12667",126828
"12668",126829
"12669",126830
"12670",126841
"12671",126846
"12672",126852
"12673",126861
"12674",126862
"12675",126863
"12676",126868
"12677",126895
"12678",126913
"12679",126930
"12680",126961
"12681",126962
"12682",126970
"12683",126993
"12684",126996
"12685",127012
"12686",127015
"12687",127017
"12688",127031
"12689",127048
"12690",127054
"12691",127062
"12692",127064
"12693",127076
"12694",127087
"12695",127097
"12696",127130
"12697",127135
"12698",127137
"12699",127165
"12700",127177
"12701",127178
"12702",127180
"12703",127193
"12704",127210
"12705",127212
"12706",127221
"12707",127238
"12708",127249
"12709",127256
"12710",127257
"12711",127264
"12712",127277
"12713",127285
"12714",127297
"12715",127302
"12716",127307
"12717",127329
"12718",127331
"12719",127343
"12720",127352
"12721",127355
"12722",127369
"12723",127370
"12724",127374
"12725",127387
"12726",127448
"12727",127465
"12728",127490
"12729",127496
"12730",127497
"12731",127513
"12732",127516
"12733",127528
"12734",127540
"12735",127543
"12736",127555
"12737",127559
"12738",127564
"12739",127581
"12740",127585
"12741",127605
"12742",127613
"12743",127621
"12744",127635
"12745",127639
"12746",127643
"12747",127650
"12748",127691
"12749",127695
"12750",127702
"12751",127718
"12752",127743
"12753",127758
"12754",127802
"12755",127807
"12756",127813
"12757",127821
"12758",127825
"12759",127826
"12760",127837
"12761",127840
"12762",127848
"12763",127875
"12764",127916
"12765",127945
"12766",127970
"12767",127983
"12768",127991
"12769",127998
"12770",128012
"12771",128029
"12772",128033
"12773",128040
"12774",128065
"12775",128066
"12776",128069
"12777",128073
"12778",128091
"12779",128093
"12780",128114
"12781",128115
"12782",128132
"12783",128142
"12784",128147
"12785",128152
"12786",128156
"12787",128177
"12788",128179
"12789",128208
"12790",128228
"12791",128229
"12792",128232
"12793",128239
"12794",128242
"12795",128254
"12796",128266
"12797",128281
"12798",128286
"12799",128288
"12800",128311
"12801",128314
"12802",128315
"12803",128318
"12804",128338
"12805",128339
"12806",128341
"12807",128346
"12808",128366
"12809",128369
"12810",128373
"12811",128395
"12812",128415
"12813",128419
"12814",128430
"12815",128440
"12816",128477
"12817",128485
"12818",128501
"12819",128508
"12820",128515
"12821",128526
"12822",128538
"12823",128551
"12824",128552
"12825",128561
"12826",128565
"12827",128572
"12828",128576
"12829",128584
"12830",128589
"12831",128594
"12832",128618
"12833",128623
"12834",128644
"12835",128645
"12836",128677
"12837",128683
"12838",128693
"12839",128696
"12840",128703
"12841",128720
"12842",128737
"12843",128741
"12844",128751
"12845",128756
"12846",128760
"12847",128763
"12848",128812
"12849",128817
"12850",128819
"12851",128826
"12852",128830
"12853",128840
"12854",128844
"12855",128879
"12856",128883
"12857",128894
"12858",128904
"12859",128907
"12860",128948
"12861",128975
"12862",129001
"12863",129004
"12864",129011
"12865",129013
"12866",129019
"12867",129024
"12868",129027
"12869",129031
"12870",129042
"12871",129052
"12872",129060
"12873",129064
"12874",129078
"12875",129081
"12876",129086
"12877",129113
"12878",129121
"12879",129122
"12880",129128
"12881",129144
"12882",129167
"12883",129182
"12884",129185
"12885",129188
"12886",129189
"12887",129197
"12888",129200
"12889",129207
"12890",129223
"12891",129245
"12892",129252
"12893",129254
"12894",129255
"12895",129263
"12896",129282
"12897",129288
"12898",129296
"12899",129311
"12900",129317
"12901",129319
"12902",129327
"12903",129334
"12904",129348
"12905",129358
"12906",129362
"12907",129389
"12908",129391
"12909",129393
"12910",129400
"12911",129423
"12912",129424
"12913",129426
"12914",129452
"12915",129456
"12916",129458
"12917",129482
"12918",129487
"12919",129494
"12920",129503
"12921",129518
"12922",129519
"12923",129521
"12924",129529
"12925",129531
"12926",129544
"12927",129548
"12928",129562
"12929",129570
"12930",129571
"12931",129583
"12932",129600
"12933",129614
"12934",129618
"12935",129629
"12936",129671
"12937",129677
"12938",129686
"12939",129689
"12940",129694
"12941",129720
"12942",129722
"12943",129728
"12944",129754
"12945",129761
"12946",129765
"12947",129775
"12948",129781
"12949",129783
"12950",129803
"12951",129809
"12952",129856
"12953",129873
"12954",129881
"12955",129889
"12956",129894
"12957",129896
"12958",129897
"12959",129939
"12960",129940
"12961",129944
"12962",129948
"12963",129957
"12964",129975
"12965",129985
"12966",129993
"12967",130007
"12968",130009
"12969",130017
"12970",130020
"12971",130023
"12972",130024
"12973",130039
"12974",130047
"12975",130055
"12976",130057
"12977",130062
"12978",130063
"12979",130074
"12980",130076
"12981",130081
"12982",130084
"12983",130085
"12984",130108
"12985",130128
"12986",130132
"12987",130138
"12988",130145
"12989",130153
"12990",130155
"12991",130161
"12992",130168
"12993",130180
"12994",130188
"12995",130189
"12996",130209
"12997",130210
"12998",130251
"12999",130258
"13000",130277
"13001",130280
"13002",130320
"13003",130326
"13004",130327
"13005",130330
"13006",130332
"13007",130334
"13008",130335
"13009",130338
"13010",130342
"13011",130364
"13012",130366
"13013",130369
"13014",130381
"13015",130382
"13016",130390
"13017",130392
"13018",130399
"13019",130410
"13020",130428
"13021",130477
"13022",130491
"13023",130499
"13024",130518
"13025",130528
"13026",130534
"13027",130538
"13028",130553
"13029",130559
"13030",130562
"13031",130567
"13032",130571
"13033",130578
"13034",130582
"13035",130586
"13036",130597
"13037",130601
"13038",130612
"13039",130618
"13040",130624
"13041",130627
"13042",130641
"13043",130642
"13044",130643
"13045",130648
"13046",130649
"13047",130651
"13048",130653
"13049",130662
"13050",130669
"13051",130676
"13052",130683
"13053",130701
"13054",130733
"13055",130737
"13056",130746
"13057",130752
"13058",130755
"13059",130760
"13060",130784
"13061",130789
"13062",130796
"13063",130798
"13064",130806
"13065",130810
"13066",130814
"13067",130818
"13068",130823
"13069",130831
"13070",130854
"13071",130869
"13072",130870
"13073",130876
"13074",130896
"13075",130906
"13076",130907
"13077",130927
"13078",130941
"13079",130944
"13080",130949
"13081",130962
"13082",130980
"13083",131005
"13084",131015
"13085",131019
"13086",131031
"13087",131041
"13088",131053
"13089",131061
"13090",131063
"13091",131082
"13092",131098
"13093",131116
"13094",131117
"13095",131154
"13096",131156
"13097",131178
"13098",131179
"13099",131205
"13100",131213
"13101",131218
"13102",131234
"13103",131262
"13104",131270
"13105",131285
"13106",131296
"13107",131298
"13108",131310
"13109",131345
"13110",131347
"13111",131351
"13112",131359
"13113",131374
"13114",131378
"13115",131401
"13116",131411
"13117",131421
"13118",131432
"13119",131445
"13120",131450
"13121",131463
"13122",131474
"13123",131475
"13124",131500
"13125",131504
"13126",131505
"13127",131508
"13128",131509
"13129",131525
"13130",131530
"13131",131537
"13132",131545
"13133",131558
"13134",131564
"13135",131567
"13136",131568
"13137",131597
"13138",131615
"13139",131628
"13140",131636
"13141",131639
"13142",131644
"13143",131649
"13144",131680
"13145",131694
"13146",131703
"13147",131712
"13148",131713
"13149",131736
"13150",131737
"13151",131743
"13152",131744
"13153",131746
"13154",131751
"13155",131756
"13156",131766
"13157",131784
"13158",131787
"13159",131789
"13160",131791
"13161",131803
"13162",131809
"13163",131879
"13164",131887
"13165",131898
"13166",131933
"13167",131947
"13168",131955
"13169",131957
"13170",131971
"13171",131980
"13172",131997
"13173",132000
"13174",132013
"13175",132033
"13176",132039
"13177",132059
"13178",132061
"13179",132071
"13180",132073
"13181",132078
"13182",132089
"13183",132110
"13184",132111
"13185",132124
"13186",132125
"13187",132143
"13188",132144
"13189",132164
"13190",132208
"13191",132224
"13192",132231
"13193",132234
"13194",132237
"13195",132244
"13196",132250
"13197",132254
"13198",132267
"13199",132269
"13200",132270
"13201",132302
"13202",132303
"13203",132321
"13204",132323
"13205",132333
"13206",132355
"13207",132359
"13208",132360
"13209",132361
"13210",132366
"13211",132367
"13212",132370
"13213",132389
"13214",132400
"13215",132406
"13216",132413
"13217",132421
"13218",132430
"13219",132433
"13220",132443
"13221",132447
"13222",132480
"13223",132513
"13224",132514
"13225",132526
"13226",132529
"13227",132531
"13228",132536
"13229",132539
"13230",132544
"13231",132575
"13232",132599
"13233",132603
"13234",132620
"13235",132621
"13236",132630
"13237",132636
"13238",132650
"13239",132656
"13240",132660
"13241",132662
"13242",132666
"13243",132702
"13244",132715
"13245",132726
"13246",132733
"13247",132738
"13248",132741
"13249",132768
"13250",132778
"13251",132781
"13252",132794
"13253",132833
"13254",132860
"13255",132861
"13256",132867
"13257",132871
"13258",132877
"13259",132881
"13260",132885
"13261",132897
"13262",132899
"13263",132913
"13264",132936
"13265",132948
"13266",132952
"13267",132963
"13268",132969
"13269",132988
"13270",133025
"13271",133029
"13272",133044
"13273",133049
"13274",133078
"13275",133079
"13276",133082
"13277",133109
"13278",133119
"13279",133130
"13280",133139
"13281",133159
"13282",133162
"13283",133182
"13284",133185
"13285",133193
"13286",133218
"13287",133220
"13288",133235
"13289",133243
"13290",133247
"13291",133254
"13292",133271
"13293",133279
"13294",133282
"13295",133289
"13296",133296
"13297",133306
"13298",133315
"13299",133316
"13300",133328
"13301",133329
"13302",133340
"13303",133343
"13304",133356
"13305",133367
"13306",133369
"13307",133375
"13308",133382
"13309",133389
"13310",133404
"13311",133416
"13312",133437
"13313",133448
"13314",133463
"13315",133468
"13316",133474
"13317",133483
"13318",133491
"13319",133497
"13320",133509
"13321",133533
"13322",133552
"13323",133575
"13324",133577
"13325",133605
"13326",133606
"13327",133631
"13328",133645
"13329",133647
"13330",133655
"13331",133658
"13332",133666
"13333",133672
"13334",133676
"13335",133679
"13336",133680
"13337",133684
"13338",133688
"13339",133689
"13340",133698
"13341",133722
"13342",133727
"13343",133738
"13344",133745
"13345",133760
"13346",133785
"13347",133789
"13348",133793
"13349",133814
"13350",133832
"13351",133835
"13352",133838
"13353",133848
"13354",133850
"13355",133878
"13356",133882
"13357",133897
"13358",133915
"13359",133933
"13360",133948
"13361",133985
"13362",133986
"13363",133989
"13364",134002
"13365",134004
"13366",134010
"13367",134011
"13368",134016
"13369",134018
"13370",134019
"13371",134022
"13372",134042
"13373",134044
"13374",134049
"13375",134059
"13376",134068
"13377",134077
"13378",134084
"13379",134088
"13380",134091
"13381",134096
"13382",134114
"13383",134118
"13384",134129
"13385",134169
"13386",134175
"13387",134194
"13388",134195
"13389",134200
"13390",134206
"13391",134216
"13392",134223
"13393",134225
"13394",134237
"13395",134238
"13396",134239
"13397",134254
"13398",134263
"13399",134270
"13400",134275
"13401",134278
"13402",134281
"13403",134290
"13404",134292
"13405",134363
"13406",134374
"13407",134376
"13408",134384
"13409",134389
"13410",134406
"13411",134407
"13412",134411
"13413",134421
"13414",134461
"13415",134463
"13416",134464
"13417",134473
"13418",134483
"13419",134497
"13420",134501
"13421",134509
"13422",134521
"13423",134551
"13424",134570
"13425",134595
"13426",134601
"13427",134618
"13428",134632
"13429",134637
"13430",134638
"13431",134639
"13432",134665
"13433",134678
"13434",134684
"13435",134703
"13436",134715
"13437",134725
"13438",134792
"13439",134795
"13440",134800
"13441",134804
"13442",134808
"13443",134812
"13444",134816
"13445",134817
"13446",134830
"13447",134836
"13448",134837
"13449",134841
"13450",134847
"13451",134865
"13452",134881
"13453",134891
"13454",134902
"13455",134911
"13456",134926
"13457",134948
"13458",134953
"13459",134963
"13460",134981
"13461",134984
"13462",134986
"13463",134991
"13464",135020
"13465",135023
"13466",135078
"13467",135085
"13468",135095
"13469",135127
"13470",135167
"13471",135169
"13472",135171
"13473",135184
"13474",135194
"13475",135239
"13476",135279
"13477",135288
"13478",135291
"13479",135306
"13480",135323
"13481",135326
"13482",135340
"13483",135349
"13484",135366
"13485",135371
"13486",135380
"13487",135389
"13488",135410
"13489",135418
"13490",135441
"13491",135463
"13492",135471
"13493",135472
"13494",135474
"13495",135478
"13496",135479
"13497",135501
"13498",135517
"13499",135529
"13500",135532
"13501",135538
"13502",135541
"13503",135569
"13504",135583
"13505",135594
"13506",135603
"13507",135612
"13508",135629
"13509",135634
"13510",135638
"13511",135668
"13512",135680
"13513",135682
"13514",135705
"13515",135706
"13516",135708
"13517",135717
"13518",135744
"13519",135749
"13520",135750
"13521",135753
"13522",135764
"13523",135767
"13524",135777
"13525",135780
"13526",135808
"13527",135809
"13528",135813
"13529",135832
"13530",135837
"13531",135845
"13532",135853
"13533",135859
"13534",135899
"13535",135900
"13536",135903
"13537",135915
"13538",135921
"13539",135932
"13540",135938
"13541",135942
"13542",135947
"13543",135972
"13544",135982
"13545",135984
"13546",136005
"13547",136024
"13548",136025
"13549",136027
"13550",136033
"13551",136039
"13552",136077
"13553",136091
"13554",136094
"13555",136102
"13556",136117
"13557",136131
"13558",136143
"13559",136145
"13560",136167
"13561",136171
"13562",136172
"13563",136188
"13564",136211
"13565",136223
"13566",136229
"13567",136241
"13568",136243
"13569",136254
"13570",136267
"13571",136278
"13572",136282
"13573",136287
"13574",136300
"13575",136301
"13576",136327
"13577",136332
"13578",136339
"13579",136344
"13580",136347
"13581",136358
"13582",136363
"13583",136365
"13584",136384
"13585",136430
"13586",136435
"13587",136437
"13588",136441
"13589",136448
"13590",136459
"13591",136460
"13592",136488
"13593",136494
"13594",136495
"13595",136500
"13596",136505
"13597",136507
"13598",136515
"13599",136543
"13600",136551
"13601",136581
"13602",136586
"13603",136591
"13604",136595
"13605",136604
"13606",136607
"13607",136608
"13608",136612
"13609",136614
"13610",136617
"13611",136620
"13612",136624
"13613",136626
"13614",136635
"13615",136643
"13616",136657
"13617",136662
"13618",136663
"13619",136683
"13620",136710
"13621",136715
"13622",136720
"13623",136721
"13624",136738
"13625",136749
"13626",136753
"13627",136762
"13628",136790
"13629",136795
"13630",136806
"13631",136812
"13632",136816
"13633",136831
"13634",136846
"13635",136850
"13636",136867
"13637",136871
"13638",136872
"13639",136873
"13640",136877
"13641",136898
"13642",136900
"13643",136908
"13644",136924
"13645",136959
"13646",136962
"13647",136968
"13648",136969
"13649",136977
"13650",136995
"13651",137000
"13652",137027
"13653",137032
"13654",137040
"13655",137055
"13656",137057
"13657",137063
"13658",137076
"13659",137086
"13660",137110
"13661",137118
"13662",137129
"13663",137141
"13664",137142
"13665",137153
"13666",137163
"13667",137164
"13668",137171
"13669",137182
"13670",137191
"13671",137199
"13672",137225
"13673",137228
"13674",137240
"13675",137247
"13676",137250
"13677",137263
"13678",137265
"13679",137266
"13680",137268
"13681",137279
"13682",137282
"13683",137328
"13684",137333
"13685",137349
"13686",137350
"13687",137369
"13688",137381
"13689",137385
"13690",137393
"13691",137409
"13692",137441
"13693",137451
"13694",137461
"13695",137467
"13696",137477
"13697",137481
"13698",137520
"13699",137551
"13700",137555
"13701",137560
"13702",137570
"13703",137575
"13704",137581
"13705",137587
"13706",137594
"13707",137600
"13708",137617
"13709",137621
"13710",137623
"13711",137630
"13712",137651
"13713",137655
"13714",137675
"13715",137685
"13716",137694
"13717",137722
"13718",137729
"13719",137732
"13720",137735
"13721",137736
"13722",137754
"13723",137763
"13724",137773
"13725",137778
"13726",137779
"13727",137845
"13728",137852
"13729",137858
"13730",137898
"13731",137901
"13732",137903
"13733",137914
"13734",137931
"13735",137936
"13736",137937
"13737",137950
"13738",137951
"13739",137959
"13740",137971
"13741",137977
"13742",137979
"13743",137988
"13744",137996
"13745",138017
"13746",138019
"13747",138023
"13748",138033
"13749",138052
"13750",138069
"13751",138075
"13752",138087
"13753",138099
"13754",138103
"13755",138109
"13756",138124
"13757",138126
"13758",138130
"13759",138138
"13760",138142
"13761",138149
"13762",138152
"13763",138159
"13764",138166
"13765",138179
"13766",138185
"13767",138186
"13768",138194
"13769",138199
"13770",138214
"13771",138216
"13772",138224
"13773",138226
"13774",138232
"13775",138259
"13776",138265
"13777",138270
"13778",138271
"13779",138273
"13780",138284
"13781",138301
"13782",138321
"13783",138328
"13784",138338
"13785",138348
"13786",138380
"13787",138394
"13788",138428
"13789",138438
"13790",138450
"13791",138457
"13792",138458
"13793",138467
"13794",138482
"13795",138487
"13796",138488
"13797",138516
"13798",138523
"13799",138526
"13800",138550
"13801",138551
"13802",138556
"13803",138576
"13804",138582
"13805",138591
"13806",138594
"13807",138596
"13808",138598
"13809",138605
"13810",138611
"13811",138612
"13812",138617
"13813",138621
"13814",138627
"13815",138643
"13816",138647
"13817",138663
"13818",138677
"13819",138679
"13820",138687
"13821",138715
"13822",138718
"13823",138724
"13824",138729
"13825",138733
"13826",138746
"13827",138760
"13828",138778
"13829",138791
"13830",138799
"13831",138800
"13832",138801
"13833",138809
"13834",138810
"13835",138819
"13836",138834
"13837",138841
"13838",138848
"13839",138861
"13840",138869
"13841",138870
"13842",138876
"13843",138888
"13844",138890
"13845",138902
"13846",138907
"13847",138910
"13848",138926
"13849",138930
"13850",138932
"13851",138975
"13852",139017
"13853",139026
"13854",139057
"13855",139060
"13856",139063
"13857",139065
"13858",139074
"13859",139085
"13860",139086
"13861",139095
"13862",139096
"13863",139108
"13864",139112
"13865",139117
"13866",139120
"13867",139125
"13868",139130
"13869",139133
"13870",139138
"13871",139139
"13872",139140
"13873",139157
"13874",139167
"13875",139175
"13876",139198
"13877",139205
"13878",139213
"13879",139223
"13880",139225
"13881",139240
"13882",139243
"13883",139247
"13884",139251
"13885",139270
"13886",139274
"13887",139276
"13888",139280
"13889",139285
"13890",139286
"13891",139296
"13892",139319
"13893",139336
"13894",139340
"13895",139347
"13896",139365
"13897",139366
"13898",139370
"13899",139372
"13900",139391
"13901",139396
"13902",139402
"13903",139404
"13904",139439
"13905",139447
"13906",139452
"13907",139454
"13908",139455
"13909",139457
"13910",139462
"13911",139463
"13912",139468
"13913",139485
"13914",139498
"13915",139500
"13916",139510
"13917",139534
"13918",139538
"13919",139542
"13920",139547
"13921",139553
"13922",139559
"13923",139606
"13924",139610
"13925",139611
"13926",139615
"13927",139624
"13928",139639
"13929",139646
"13930",139651
"13931",139657
"13932",139658
"13933",139677
"13934",139689
"13935",139701
"13936",139705
"13937",139710
"13938",139715
"13939",139717
"13940",139729
"13941",139730
"13942",139731
"13943",139734
"13944",139757
"13945",139764
"13946",139775
"13947",139778
"13948",139781
"13949",139788
"13950",139790
"13951",139797
"13952",139800
"13953",139809
"13954",139816
"13955",139823
"13956",139844
"13957",139849
"13958",139855
"13959",139872
"13960",139878
"13961",139890
"13962",139895
"13963",139907
"13964",139908
"13965",139917
"13966",139925
"13967",139931
"13968",139942
"13969",139943
"13970",139951
"13971",139971
"13972",139973
"13973",139978
"13974",139983
"13975",140006
"13976",140023
"13977",140038
"13978",140050
"13979",140051
"13980",140055
"13981",140063
"13982",140082
"13983",140083
"13984",140095
"13985",140100
"13986",140105
"13987",140109
"13988",140110
"13989",140118
"13990",140124
"13991",140125
"13992",140133
"13993",140134
"13994",140164
"13995",140165
"13996",140171
"13997",140177
"13998",140182
"13999",140184
"14000",140193
"14001",140209
"14002",140215
"14003",140222
"14004",140229
"14005",140234
"14006",140256
"14007",140257
"14008",140261
"14009",140282
"14010",140284
"14011",140299
"14012",140303
"14013",140305
"14014",140313
"14015",140322
"14016",140330
"14017",140357
"14018",140360
"14019",140362
"14020",140365
"14021",140373
"14022",140376
"14023",140379
"14024",140383
"14025",140387
"14026",140389
"14027",140391
"14028",140394
"14029",140401
"14030",140402
"14031",140403
"14032",140406
"14033",140408
"14034",140417
"14035",140418
"14036",140419
"14037",140423
"14038",140444
"14039",140446
"14040",140448
"14041",140452
"14042",140478
"14043",140495
"14044",140523
"14045",140526
"14046",140541
"14047",140556
"14048",140574
"14049",140580
"14050",140597
"14051",140603
"14052",140610
"14053",140623
"14054",140625
"14055",140638
"14056",140639
"14057",140642
"14058",140645
"14059",140653
"14060",140661
"14061",140676
"14062",140689
"14063",140696
"14064",140700
"14065",140701
"14066",140707
"14067",140712
"14068",140716
"14069",140722
"14070",140723
"14071",140733
"14072",140745
"14073",140752
"14074",140759
"14075",140767
"14076",140769
"14077",140773
"14078",140796
"14079",140810
"14080",140830
"14081",140887
"14082",140896
"14083",140901
"14084",140909
"14085",140918
"14086",140919
"14087",140929
"14088",140934
"14089",140935
"14090",140941
"14091",140943
"14092",140995
"14093",141000
"14094",141015
"14095",141016
"14096",141026
"14097",141028
"14098",141033
"14099",141036
"14100",141051
"14101",141054
"14102",141083
"14103",141085
"14104",141100
"14105",141101
"14106",141104
"14107",141105
"14108",141109
"14109",141112
"14110",141124
"14111",141128
"14112",141135
"14113",141136
"14114",141141
"14115",141150
"14116",141181
"14117",141208
"14118",141224
"14119",141241
"14120",141275
"14121",141285
"14122",141295
"14123",141297
"14124",141307
"14125",141310
"14126",141324
"14127",141358
"14128",141363
"14129",141422
"14130",141423
"14131",141424
"14132",141431
"14133",141434
"14134",141449
"14135",141458
"14136",141470
"14137",141477
"14138",141497
"14139",141506
"14140",141520
"14141",141530
"14142",141537
"14143",141569
"14144",141583
"14145",141587
"14146",141595
"14147",141600
"14148",141606
"14149",141608
"14150",141611
"14151",141641
"14152",141642
"14153",141645
"14154",141656
"14155",141659
"14156",141661
"14157",141669
"14158",141674
"14159",141676
"14160",141681
"14161",141707
"14162",141735
"14163",141739
"14164",141745
"14165",141749
"14166",141768
"14167",141771
"14168",141781
"14169",141783
"14170",141788
"14171",141816
"14172",141819
"14173",141824
"14174",141826
"14175",141839
"14176",141853
"14177",141864
"14178",141872
"14179",141881
"14180",141884
"14181",141888
"14182",141889
"14183",141895
"14184",141901
"14185",141907
"14186",141910
"14187",141927
"14188",141929
"14189",141930
"14190",141935
"14191",141947
"14192",141956
"14193",141972
"14194",141983
"14195",141991
"14196",142023
"14197",142042
"14198",142044
"14199",142054
"14200",142074
"14201",142085
"14202",142102
"14203",142103
"14204",142104
"14205",142112
"14206",142115
"14207",142116
"14208",142123
"14209",142128
"14210",142132
"14211",142133
"14212",142142
"14213",142147
"14214",142161
"14215",142169
"14216",142195
"14217",142220
"14218",142221
"14219",142229
"14220",142233
"14221",142255
"14222",142257
"14223",142259
"14224",142263
"14225",142268
"14226",142279
"14227",142290
"14228",142321
"14229",142338
"14230",142349
"14231",142359
"14232",142370
"14233",142376
"14234",142378
"14235",142382
"14236",142396
"14237",142413
"14238",142417
"14239",142428
"14240",142438
"14241",142439
"14242",142448
"14243",142452
"14244",142457
"14245",142467
"14246",142479
"14247",142488
"14248",142491
"14249",142497
"14250",142509
"14251",142511
"14252",142518
"14253",142519
"14254",142530
"14255",142550
"14256",142551
"14257",142553
"14258",142558
"14259",142577
"14260",142618
"14261",142623
"14262",142625
"14263",142631
"14264",142634
"14265",142652
"14266",142668
"14267",142679
"14268",142687
"14269",142690
"14270",142691
"14271",142694
"14272",142696
"14273",142712
"14274",142733
"14275",142742
"14276",142759
"14277",142767
"14278",142782
"14279",142784
"14280",142797
"14281",142821
"14282",142841
"14283",142845
"14284",142868
"14285",142870
"14286",142885
"14287",142887
"14288",142889
"14289",142899
"14290",142900
"14291",142906
"14292",142910
"14293",142915
"14294",142923
"14295",142936
"14296",142945
"14297",142950
"14298",142951
"14299",142952
"14300",142959
"14301",142967
"14302",142983
"14303",142993
"14304",142998
"14305",143000
"14306",143017
"14307",143019
"14308",143031
"14309",143035
"14310",143050
"14311",143051
"14312",143072
"14313",143088
"14314",143092
"14315",143100
"14316",143102
"14317",143109
"14318",143110
"14319",143111
"14320",143116
"14321",143121
"14322",143128
"14323",143135
"14324",143143
"14325",143144
"14326",143153
"14327",143157
"14328",143158
"14329",143160
"14330",143162
"14331",143199
"14332",143200
"14333",143216
"14334",143231
"14335",143254
"14336",143261
"14337",143265
"14338",143268
"14339",143276
"14340",143294
"14341",143295
"14342",143305
"14343",143307
"14344",143309
"14345",143323
"14346",143342
"14347",143344
"14348",143354
"14349",143360
"14350",143375
"14351",143377
"14352",143391
"14353",143399
"14354",143405
"14355",143411
"14356",143417
"14357",143437
"14358",143446
"14359",143452
"14360",143456
"14361",143457
"14362",143474
"14363",143481
"14364",143487
"14365",143500
"14366",143503
"14367",143519
"14368",143523
"14369",143535
"14370",143538
"14371",143539
"14372",143541
"14373",143574
"14374",143579
"14375",143580
"14376",143582
"14377",143599
"14378",143602
"14379",143609
"14380",143621
"14381",143626
"14382",143653
"14383",143658
"14384",143659
"14385",143663
"14386",143666
"14387",143667
"14388",143674
"14389",143699
"14390",143712
"14391",143718
"14392",143723
"14393",143733
"14394",143740
"14395",143766
"14396",143773
"14397",143776
"14398",143789
"14399",143811
"14400",143851
"14401",143854
"14402",143861
"14403",143866
"14404",143868
"14405",143875
"14406",143878
"14407",143884
"14408",143890
"14409",143899
"14410",143903
"14411",143909
"14412",143913
"14413",143930
"14414",143938
"14415",143944
"14416",143945
"14417",143963
"14418",143964
"14419",143972
"14420",143981
"14421",143989
"14422",144011
"14423",144022
"14424",144030
"14425",144049
"14426",144054
"14427",144095
"14428",144115
"14429",144116
"14430",144141
"14431",144148
"14432",144153
"14433",144183
"14434",144220
"14435",144222
"14436",144246
"14437",144262
"14438",144279
"14439",144283
"14440",144288
"14441",144316
"14442",144320
"14443",144330
"14444",144331
"14445",144332
"14446",144336
"14447",144342
"14448",144344
"14449",144350
"14450",144354
"14451",144407
"14452",144419
"14453",144437
"14454",144438
"14455",144441
"14456",144466
"14457",144475
"14458",144482
"14459",144523
"14460",144550
"14461",144566
"14462",144587
"14463",144611
"14464",144625
"14465",144629
"14466",144644
"14467",144666
"14468",144673
"14469",144710
"14470",144722
"14471",144731
"14472",144733
"14473",144758
"14474",144761
"14475",144769
"14476",144770
"14477",144772
"14478",144783
"14479",144795
"14480",144802
"14481",144808
"14482",144825
"14483",144830
"14484",144851
"14485",144860
"14486",144867
"14487",144878
"14488",144895
"14489",144896
"14490",144910
"14491",144916
"14492",144917
"14493",144924
"14494",144935
"14495",144944
"14496",144955
"14497",144963
"14498",144973
"14499",144991
"14500",145024
"14501",145028
"14502",145041
"14503",145045
"14504",145050
"14505",145062
"14506",145073
"14507",145075
"14508",145082
"14509",145088
"14510",145090
"14511",145102
"14512",145104
"14513",145107
"14514",145109
"14515",145111
"14516",145121
"14517",145142
"14518",145146
"14519",145154
"14520",145159
"14521",145164
"14522",145166
"14523",145174
"14524",145194
"14525",145241
"14526",145244
"14527",145249
"14528",145252
"14529",145258
"14530",145274
"14531",145279
"14532",145298
"14533",145303
"14534",145311
"14535",145316
"14536",145317
"14537",145328
"14538",145343
"14539",145345
"14540",145350
"14541",145363
"14542",145384
"14543",145391
"14544",145400
"14545",145409
"14546",145428
"14547",145432
"14548",145433
"14549",145440
"14550",145459
"14551",145471
"14552",145503
"14553",145514
"14554",145516
"14555",145524
"14556",145527
"14557",145544
"14558",145554
"14559",145560
"14560",145575
"14561",145577
"14562",145592
"14563",145621
"14564",145627
"14565",145631
"14566",145636
"14567",145643
"14568",145665
"14569",145667
"14570",145670
"14571",145672
"14572",145689
"14573",145691
"14574",145705
"14575",145722
"14576",145726
"14577",145732
"14578",145736
"14579",145738
